input,subject,subject_type,data/object,relation,object,object_type
图7-8涉及多数源的查询及答案针对多数据源的情况，前提是对分布在不同数据源的数据进行融合，进而查询及处理，在多数据源、多存储的场景下进行语义数据搜索。,多数据源,知识存储,data,内容,分布在不同数据源的数据进行融合，进而查询及处理，在多数据源、多存储的场景下进行语义数据搜索,描述
图7-8涉及多数源的查询及答案针对多数据源的情况，前提是对分布在不同数据源的数据进行融合，进而查询及处理，在多数据源、多存储的场景下进行语义数据搜索。,数据融合,知识融合,data,内容,分布在不同数据源的数据进行融合，进而查询及处理,描述
图7-8涉及多数源的查询及答案针对多数据源的情况，前提是对分布在不同数据源的数据进行融合，进而查询及处理，在多数据源、多存储的场景下进行语义数据搜索。,语义数据搜索,语义搜索,data,作用,在多数据源、多存储的场景下进行语义数据搜索,描述
图7-8涉及多数源的查询及答案针对多数据源的情况，前提是对分布在不同数据源的数据进行融合，进而查询及处理，在多数据源、多存储的场景下进行语义数据搜索。,语义数据搜索,语义搜索,object,前提,数据融合,知识融合
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,data,内容,数据源融合，用户意图理解以及搜索和优化,语义搜索
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,data,特点,典型的多数据源语义数据搜索框架,语义搜索
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,data,方法,多数据源语义数据搜索框架,语义搜索
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,data,方法,数据源融合,知识融合
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,data,方法,用户意图理解,语义搜索
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,data,方法,搜索和优化,语义搜索
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,object,由组成,数据源融合,知识融合
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,object,由组成,用户意图理解,语义搜索
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,Hermes系统,知识图谱项目,object,由组成,搜索和优化,语义搜索
Hermes系统[13]就是一个典型的多数据源语义数据搜索框架，如图7-9所示，包括数据源融合，用户意图理解以及搜索和优化。,多数据源语义数据搜索框架,语义搜索,data,内容,数据源融合，用户意图理解以及搜索和优化,语义搜索
图7-9Hermes多数据源语义数据搜索框架语义数据搜索有多种研究原型，既可以直接应用IR技术以增强原有搜索系统的扩展性，也可以直接设计支持处理复杂查询的语义搜索系统，但是数据质量依然是一个问题，如何针对多数据源进行高质量的映射、理解用户的查询意图以及集成IR和DB排序以处理复杂查询，是未来设计语义数据搜索的关键。,语义数据搜索,语义搜索,data,内容,可以直接应用IR技术以增强原有搜索系统的扩展性，也可以直接设计支持处理复杂查询的语义搜索系统,描述
图7-9Hermes多数据源语义数据搜索框架语义数据搜索有多种研究原型，既可以直接应用IR技术以增强原有搜索系统的扩展性，也可以直接设计支持处理复杂查询的语义搜索系统，但是数据质量依然是一个问题，如何针对多数据源进行高质量的映射、理解用户的查询意图以及集成IR和DB排序以处理复杂查询，是未来设计语义数据搜索的关键。,语义数据搜索,语义搜索,data,方法,直接应用IR技术以增强原有搜索系统的扩展性,语义搜索
图7-9Hermes多数据源语义数据搜索框架语义数据搜索有多种研究原型，既可以直接应用IR技术以增强原有搜索系统的扩展性，也可以直接设计支持处理复杂查询的语义搜索系统，但是数据质量依然是一个问题，如何针对多数据源进行高质量的映射、理解用户的查询意图以及集成IR和DB排序以处理复杂查询，是未来设计语义数据搜索的关键。,语义数据搜索,语义搜索,data,方法,直接设计支持处理复杂查询的语义搜索系统,语义搜索
图7-9Hermes多数据源语义数据搜索框架语义数据搜索有多种研究原型，既可以直接应用IR技术以增强原有搜索系统的扩展性，也可以直接设计支持处理复杂查询的语义搜索系统，但是数据质量依然是一个问题，如何针对多数据源进行高质量的映射、理解用户的查询意图以及集成IR和DB排序以处理复杂查询，是未来设计语义数据搜索的关键。,语义数据搜索,语义搜索,data,缺点,数据质量依然是一个问题，如何针对多数据源进行高质量的映射、理解用户的查询意图以及集成IR和DB排序以处理复杂查询,问题描述
7.4语义搜索的交互范式理解用户的查询意图在于将用户的查询输入构建成结构化的查询语言SPARQL，或者让用户直接提出结构化的查询，然而这种方式需要用户具备以下基本能力：熟悉知识图谱数据源，熟悉知识图谱的数据模式，了解知识图谱中数据大致包含哪些内容，熟练掌握结构化的查询语言。,语义搜索,语义搜索,data,内容,理解用户的查询意图在于将用户的查询输入构建成结构化的查询语言SPARQL，或者让用户直接提出结构化的查询，然而这种方式需要用户具备以下基本能力：熟悉知识图谱数据源，熟悉知识图谱的数据模式，了解知识图谱中数据大致包含哪些内容，熟练掌握结构化的查询语言。,描述
7.4语义搜索的交互范式理解用户的查询意图在于将用户的查询输入构建成结构化的查询语言SPARQL，或者让用户直接提出结构化的查询，然而这种方式需要用户具备以下基本能力：熟悉知识图谱数据源，熟悉知识图谱的数据模式，了解知识图谱中数据大致包含哪些内容，熟练掌握结构化的查询语言。,语义搜索,语义搜索,object,前提,知识图谱数据源,知识图谱
7.4语义搜索的交互范式理解用户的查询意图在于将用户的查询输入构建成结构化的查询语言SPARQL，或者让用户直接提出结构化的查询，然而这种方式需要用户具备以下基本能力：熟悉知识图谱数据源，熟悉知识图谱的数据模式，了解知识图谱中数据大致包含哪些内容，熟练掌握结构化的查询语言。,语义搜索,语义搜索,object,前提,知识图谱的数据模式,知识图谱
7.4语义搜索的交互范式理解用户的查询意图在于将用户的查询输入构建成结构化的查询语言SPARQL，或者让用户直接提出结构化的查询，然而这种方式需要用户具备以下基本能力：熟悉知识图谱数据源，熟悉知识图谱的数据模式，了解知识图谱中数据大致包含哪些内容，熟练掌握结构化的查询语言。,语义搜索,语义搜索,object,前提,结构化的查询语言,知识表示
7.4语义搜索的交互范式理解用户的查询意图在于将用户的查询输入构建成结构化的查询语言SPARQL，或者让用户直接提出结构化的查询，然而这种方式需要用户具备以下基本能力：熟悉知识图谱数据源，熟悉知识图谱的数据模式，了解知识图谱中数据大致包含哪些内容，熟练掌握结构化的查询语言。,结构化的查询语言,知识表示,object,包含,SPARQL,知识表示
7.4语义搜索的交互范式理解用户的查询意图在于将用户的查询输入构建成结构化的查询语言SPARQL，或者让用户直接提出结构化的查询，然而这种方式需要用户具备以下基本能力：熟悉知识图谱数据源，熟悉知识图谱的数据模式，了解知识图谱中数据大致包含哪些内容，熟练掌握结构化的查询语言。,知识图谱,知识图谱,object,包含,知识图谱数据源,知识图谱
7.4语义搜索的交互范式理解用户的查询意图在于将用户的查询输入构建成结构化的查询语言SPARQL，或者让用户直接提出结构化的查询，然而这种方式需要用户具备以下基本能力：熟悉知识图谱数据源，熟悉知识图谱的数据模式，了解知识图谱中数据大致包含哪些内容，熟练掌握结构化的查询语言。,知识图谱,知识图谱,object,包含,知识图谱的数据模式,知识图谱
然而，大部分的情形是普通用户往往不具备以上的能力，即使是知识图谱的专家或开发者，也很难完全熟悉每一个图谱的模式和内容。,知识图谱,知识图谱,data,缺点,即使是知识图谱的专家或开发者，也很难完全熟悉每一个图谱的模式和内容,描述
然而，大部分的情形是普通用户往往不具备以上的能力，即使是知识图谱的专家或开发者，也很难完全熟悉每一个图谱的模式和内容。,图谱的模式,知识表示,data,缺点,即使是知识图谱的专家或开发者，也很难完全熟悉每一个图谱的模式和内容,描述
所以，知识图谱的有效语义搜索需要一种简单高效的搜索范式，即允许用户以直观的、透明的、易用的方式对数据进行查询和浏览[13]。,语义搜索,语义搜索,data,内容,允许用户以直观的、透明的、易用的方式对数据进行查询和浏览,描述
所以，知识图谱的有效语义搜索需要一种简单高效的搜索范式，即允许用户以直观的、透明的、易用的方式对数据进行查询和浏览[13]。,搜索范式,语义搜索,data,内容,允许用户以直观的、透明的、易用的方式对数据进行查询和浏览,描述
目前，最先进的语义搜索系统会结合一系列技术，从基于统计的IR排序方法、有效索引和查询处理的数据库方法到推理的复杂推理技术。,语义搜索系统,语义搜索,data,内容,基于统计的IR排序方法、有效索引和查询处理的数据库方法到推理的复杂推理技术,技术
目前，最先进的语义搜索系统会结合一系列技术，从基于统计的IR排序方法、有效索引和查询处理的数据库方法到推理的复杂推理技术。,语义搜索系统,语义搜索,data,方法,基于统计的IR排序方法,语义搜索
目前，最先进的语义搜索系统会结合一系列技术，从基于统计的IR排序方法、有效索引和查询处理的数据库方法到推理的复杂推理技术。,语义搜索系统,语义搜索,data,方法,有效索引,知识存储
目前，最先进的语义搜索系统会结合一系列技术，从基于统计的IR排序方法、有效索引和查询处理的数据库方法到推理的复杂推理技术。,语义搜索系统,语义搜索,data,方法,查询处理,知识推理
目前，最先进的语义搜索系统会结合一系列技术，从基于统计的IR排序方法、有效索引和查询处理的数据库方法到推理的复杂推理技术。,语义搜索系统,语义搜索,data,方法,数据库方法,知识存储
目前，最先进的语义搜索系统会结合一系列技术，从基于统计的IR排序方法、有效索引和查询处理的数据库方法到推理的复杂推理技术。,语义搜索系统,语义搜索,data,方法,复杂推理技术,知识推理
在设计相应的交互范式和语义搜索系统时，需要明白语义搜索的核心在于能够支持表现形式丰富的信息需求，即查询的表达能力至关重要。,语义搜索,语义搜索,data,特点,能够支持表现形式丰富的信息需求,描述
在设计相应的交互范式和语义搜索系统时，需要明白语义搜索的核心在于能够支持表现形式丰富的信息需求，即查询的表达能力至关重要。,查询的表达能力,语义搜索,data,特点,至关重要,描述
7.4.1基于关键词的知识图谱语义搜索方法近年来，各大商业搜索引擎的成功表明用户使用关键字进行搜索非常舒适，这是由于关键词能够直观地表达信息需求[16]。,语义搜索,语义搜索,data,方法,基于关键词的知识图谱语义搜索方法,方法
7.4.1基于关键词的知识图谱语义搜索方法近年来，各大商业搜索引擎的成功表明用户使用关键字进行搜索非常舒适，这是由于关键词能够直观地表达信息需求[16]。,关键词,知识表示,data,内容,用户使用关键字进行搜索非常舒适，这是由于关键词能够直观地表达信息需求,描述
基于关键词查询和自然语言自动问答形式的知识图谱语义搜索引起广泛关注。,知识图谱,知识图谱,data,内容,语义搜索,语义搜索
基于关键词查询和自然语言自动问答形式的知识图谱语义搜索引起广泛关注。,语义搜索,语义搜索,data,内容,基于关键词查询和自然语言自动问答形式,搜索方式
知识图谱上的关键词查询主要可以分为两类[17]：基于关键词直接在知识图谱上搜索答案；基于关键词生成结构化的查询，进而提交给查询引擎得到结果。,关键词查询,语义搜索,data,内容,基于关键词直接在知识图谱上搜索答案；基于关键词生成结构化的查询，进而提交给查询引擎得到结果,描述
知识图谱上的关键词查询主要可以分为两类[17]：基于关键词直接在知识图谱上搜索答案；基于关键词生成结构化的查询，进而提交给查询引擎得到结果。,关键词查询,语义搜索,object,包含,查询引擎,语义搜索
1.基于关键词直接在知识图谱上搜索答案将关键词在知识图谱上直接进行搜索的方法，其核心思想是采用知识图谱子图定位的策略。,知识图谱子图,知识图谱,data,内容,子图定位的策略,知识推理
1.基于关键词直接在知识图谱上搜索答案将关键词在知识图谱上直接进行搜索的方法，其核心思想是采用知识图谱子图定位的策略。,基于关键词直接在知识图谱上搜索答案,知识检索方法,data,方法,将关键词在知识图谱上直接进行搜索的方法，其核心思想是采用知识图谱子图定位的策略,方法描述
基本流程是建立有效的关键词和知识图谱子图的索引，对于给定的关键字查询，首先在索引上匹配得到候选的知识图谱子图，进而实现对搜索空间的剪枝。,知识图谱子图,知识图谱,data,内容,建立有效的关键词和知识图谱子图的索引，对于给定的关键字查询，首先在索引上匹配得到候选的知识图谱子图，进而实现对搜索空间的剪枝,描述
基本流程是建立有效的关键词和知识图谱子图的索引，对于给定的关键字查询，首先在索引上匹配得到候选的知识图谱子图，进而实现对搜索空间的剪枝。,索引,知识存储,object,实现,搜索空间,语义搜索
基于关键词直接在知识图谱上搜索答案主要可以解决简单的语义搜索，即查询答案仅仅出现在单条知识图谱三元组中，对于复杂的语义查询往往无法适用。,基于关键词直接在知识图谱上搜索答案,搜索方法,data,内容,主要可以解决简单的语义搜索，即查询答案仅仅出现在单条知识图谱三元组中，对于复杂的语义查询往往无法适用。,描述
基于关键词直接在知识图谱上搜索答案主要可以解决简单的语义搜索，即查询答案仅仅出现在单条知识图谱三元组中，对于复杂的语义查询往往无法适用。,基于关键词直接在知识图谱上搜索答案,知识图谱搜索方法,data,缺点,对于复杂的语义查询往往无法适用,描述
基于关键词直接在知识图谱上搜索答案主要可以解决简单的语义搜索，即查询答案仅仅出现在单条知识图谱三元组中，对于复杂的语义查询往往无法适用。,语义搜索,语义搜索,data,内容,查询答案仅仅出现在单条知识图谱三元组中,描述
基于关键词直接在知识图谱上搜索答案主要可以解决简单的语义搜索，即查询答案仅仅出现在单条知识图谱三元组中，对于复杂的语义查询往往无法适用。,知识图谱,知识图谱,data,作用,解决简单的语义搜索，即查询答案仅仅出现在单条知识图谱三元组中,语义搜索
2.基于关键词生成结构化的查询将关键词集合转化为结构化的查询方法主要包括三个步骤：（1）关键词映射。,关键词映射,知识抽取,data,方法,基于关键词生成结构化的查询将关键词集合转化为结构化的查询方法主要包括三个步骤：（1）关键词映射,描述
进行映射的主要原因是用户输入的关键词和知识图谱上的实体关系往往存在语义鸿沟，例如，关键词“妻子”在知识图谱可能对应的是“配偶”。,知识图谱,知识图谱,data,缺点,用户输入的关键词和知识图谱上的实体关系往往存在语义鸿沟,知识表示
进行映射的主要原因是用户输入的关键词和知识图谱上的实体关系往往存在语义鸿沟，例如，关键词“妻子”在知识图谱可能对应的是“配偶”。,实体关系,知识表示,data,缺点,用户输入的关键词和知识图谱上的实体关系往往存在语义鸿沟,知识表示
所以，需要将关键词映射到知识图谱上实体、关系以及文本内容等。,知识图谱,知识图谱,data,内容,实体、关系以及文本内容,知识表示
在此过程中，需要对知识图谱进行预处理，构建关键词和知识图谱实体和边的索引，进而在知识图谱上快速定位与关键词相关的实体和关系。,知识图谱,知识图谱,data,内容,预处理，构建关键词和知识图谱实体和边的索引，进而在知识图谱上快速定位与关键词相关的实体和关系,描述
在此过程中，需要对知识图谱进行预处理，构建关键词和知识图谱实体和边的索引，进而在知识图谱上快速定位与关键词相关的实体和关系。,知识图谱,知识图谱,object,包含,知识图谱实体,知识图谱
在此过程中，需要对知识图谱进行预处理，构建关键词和知识图谱实体和边的索引，进而在知识图谱上快速定位与关键词相关的实体和关系。,知识图谱,知识图谱,object,包含,边,知识图谱
在知识图谱中，基于生成的实体和关系拓展，能够生成局部的知识图谱子图，就得到了结构化查询需要的查询图结构。,知识图谱,知识图谱,data,内容,基于生成的实体和关系拓展，能够生成局部的知识图谱子图，就得到了结构化查询需要的查询图结构,描述
在知识图谱中，基于生成的实体和关系拓展，能够生成局部的知识图谱子图，就得到了结构化查询需要的查询图结构。,知识图谱子图,知识图谱,data,内容,基于生成的实体和关系拓展，能够生成局部的知识图谱子图,描述
在知识图谱中，基于生成的实体和关系拓展，能够生成局部的知识图谱子图，就得到了结构化查询需要的查询图结构。,查询图结构,语义搜索,data,内容,结构化查询需要的查询图结构,描述
在关键词映射过程中，一个关键词往往会映射到知识图谱中的多个实体或关系，进而发现多个局部子图，生成多个结构化的查询。,关键词映射,知识抽取,data,内容,一个关键词往往会映射到知识图谱中的多个实体或关系，进而发现多个局部子图，生成多个结构化的查询,描述
在关键词映射过程中，一个关键词往往会映射到知识图谱中的多个实体或关系，进而发现多个局部子图，生成多个结构化的查询。,关键词映射,知识抽取,object,包含,知识图谱,知识图谱
在关键词映射过程中，一个关键词往往会映射到知识图谱中的多个实体或关系，进而发现多个局部子图，生成多个结构化的查询。,知识图谱,知识图谱,object,包含,实体,知识表示
在关键词映射过程中，一个关键词往往会映射到知识图谱中的多个实体或关系，进而发现多个局部子图，生成多个结构化的查询。,知识图谱,知识图谱,object,包含,关系,知识表示
值得一提的是，基于关键词的语义搜索还需要考虑对查询结果进行排序，让用户通过观察排序结果进而更新关键词。,语义搜索,语义搜索,data,内容,基于关键词的语义搜索还需要考虑对查询结果进行排序，让用户通过观察排序结果进而更新关键词,描述
7.4.2基于分面的知识图谱语义搜索分面（Facet）概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification)。,分面,知识表示,data,被定义为,用于表示图书文献的多维属性,定义
7.4.2基于分面的知识图谱语义搜索分面（Facet）概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification)。,分面,知识表示,data,内容,概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification),描述
7.4.2基于分面的知识图谱语义搜索分面（Facet）概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification)。,分面,知识表示,data,链接,S.R.Ranganathan,人物
7.4.2基于分面的知识图谱语义搜索分面（Facet）概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification)。,分面分类法,知识表示,data,被定义为,第一种图书分面分类法——冒号分类法（Colon_Classification),定义
7.4.2基于分面的知识图谱语义搜索分面（Facet）概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification)。,分面分类法,知识表示,data,作用,表示图书文献的多维属性,描述
7.4.2基于分面的知识图谱语义搜索分面（Facet）概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification)。,分面分类法,知识表示,data,方法,冒号分类法,知识表示
7.4.2基于分面的知识图谱语义搜索分面（Facet）概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification)。,冒号分类法,知识表示,data,英文名,Colon_Classification,字符串
7.4.2基于分面的知识图谱语义搜索分面（Facet）概念最早是由“印度图书馆学之父”S.R.Ranganathan提出来的，用于表示图书文献的多维属性，并在此基础上提出了第一种图书分面分类法——冒号分类法（Colon_Classification)。,冒号分类法,知识表示,object,实例,分面分类法,知识表示
典型的定义将分面描述为属性或一组分类体系（category），或将分面定义为某个主题的维度或侧面。,分面,知识表示,data,被定义为,某个主题的维度或侧面,知识表示
典型的定义将分面描述为属性或一组分类体系（category），或将分面定义为某个主题的维度或侧面。,分面,知识表示,object,包含,属性,知识表示
典型的定义将分面描述为属性或一组分类体系（category），或将分面定义为某个主题的维度或侧面。,分面,知识表示,object,包含,分类体系,知识表示
典型的定义将分面描述为属性或一组分类体系（category），或将分面定义为某个主题的维度或侧面。,分面,知识表示,object,包含,主题的维度,知识表示
典型的定义将分面描述为属性或一组分类体系（category），或将分面定义为某个主题的维度或侧面。,分面,知识表示,object,包含,侧面,知识表示
基于分面的语义搜索已经在工业界取得了广泛应用，如图7-10所示的是Ebay的商品分面搜索系统。,分面的语义搜索,语义搜索,data,内容,Ebay的商品分面搜索系统,语义搜索
"图7-10Ebay的商品分面搜索系统具体到知识图谱上的分面搜索，可以根据RDF三元组定义分面和值，即分面可以被object是分面的看作一个在当前结果集中的RDF资源（实体）的属性，这些属性的值[18,19]，如图7-11所示。",分面搜索,语义搜索,data,内容,可以根据RDF三元组定义分面和值，即分面可以被object是分面的看作一个在当前结果集中的RDF资源（实体）的属性，这些属性的值,描述
"图7-10Ebay的商品分面搜索系统具体到知识图谱上的分面搜索，可以根据RDF三元组定义分面和值，即分面可以被object是分面的看作一个在当前结果集中的RDF资源（实体）的属性，这些属性的值[18,19]，如图7-11所示。",分面搜索,语义搜索,object,包含,RDF三元组,知识表示
"图7-10Ebay的商品分面搜索系统具体到知识图谱上的分面搜索，可以根据RDF三元组定义分面和值，即分面可以被object是分面的看作一个在当前结果集中的RDF资源（实体）的属性，这些属性的值[18,19]，如图7-11所示。",RDF资源,知识表示,object,包含,实体,知识表示
图7-11知识图谱分面实例图7-12展示了面向RDF数据分面搜索系统Dataplorer[18]的主要功能，可以看出构建知识图谱的分面搜索系统的主要环节包括：即时的计算生成分面、实时地计算分面的值以及根据用户的交互点击找到相关的分面。,分面搜索系统,语义搜索,data,方法,即时的计算生成分面、实时地计算分面的值以及根据用户的交互点击找到相关的分面,知识推理
图7-11知识图谱分面实例图7-12展示了面向RDF数据分面搜索系统Dataplorer[18]的主要功能，可以看出构建知识图谱的分面搜索系统的主要环节包括：即时的计算生成分面、实时地计算分面的值以及根据用户的交互点击找到相关的分面。,分面搜索系统,语义搜索,object,包含,计算生成分面,知识推理
图7-11知识图谱分面实例图7-12展示了面向RDF数据分面搜索系统Dataplorer[18]的主要功能，可以看出构建知识图谱的分面搜索系统的主要环节包括：即时的计算生成分面、实时地计算分面的值以及根据用户的交互点击找到相关的分面。,分面搜索系统,语义搜索,object,包含,计算分面的值,知识推理
图7-11知识图谱分面实例图7-12展示了面向RDF数据分面搜索系统Dataplorer[18]的主要功能，可以看出构建知识图谱的分面搜索系统的主要环节包括：即时的计算生成分面、实时地计算分面的值以及根据用户的交互点击找到相关的分面。,分面搜索系统,语义搜索,object,包含,用户交互点击,语义搜索
图7-11知识图谱分面实例图7-12展示了面向RDF数据分面搜索系统Dataplorer[18]的主要功能，可以看出构建知识图谱的分面搜索系统的主要环节包括：即时的计算生成分面、实时地计算分面的值以及根据用户的交互点击找到相关的分面。,Dataplorer,知识图谱项目,data,内容,面向RDF数据分面搜索系统Dataplorer的主要功能,描述
图7-12知识图谱分面搜索系统Dataplorer由于分面搜索的技术多种多样，本节不再详细展开。,Dataplorer,知识图谱项目,data,内容,知识图谱分面搜索系统,描述
图7-12知识图谱分面搜索系统Dataplorer由于分面搜索的技术多种多样，本节不再详细展开。,Dataplorer,知识图谱项目,data,英文名,Dataplorer,string
此外，每一个当前浏览的知识图谱实体可能有大量分面，还需要对分面进行排序和分面隐藏。,知识图谱实体,知识图谱,object,由组成,分面,知识表示
7.4.3基于表示学习的知识图谱语义搜索近年来，知识图谱表示学习技术的出现，在知识图谱存储、构建、补全以及应用层面都产生了深远的影响。,知识图谱表示学习技术,知识表示,data,内容,知识图谱存储、构建、补全以及应用层面都产生了深远的影响,描述
利用知识图谱表示学习技术来改善语义搜索的质量，也逐渐引起学术界和工业界的兴趣。,知识图谱表示学习技术,知识表示,object,实现,语义搜索,语义搜索
知识图谱表示学习旨在通过机器学习技术，将知识图谱中的实体和关系投射到连续低维的向量空间中，同时保持原有知识图谱的基本结构和性质[20]。,知识图谱表示学习,知识表示,data,内容,将知识图谱中的实体和关系投射到连续低维的向量空间中，同时保持原有知识图谱的基本结构和性质,描述
知识图谱表示学习旨在通过机器学习技术，将知识图谱中的实体和关系投射到连续低维的向量空间中，同时保持原有知识图谱的基本结构和性质[20]。,知识图谱表示学习,知识表示,data,方法,通过机器学习技术，将知识图谱中的实体和关系投射到连续低维的向量空间中，同时保持原有知识图谱的基本结构和性质,描述
知识图谱表示学习旨在通过机器学习技术，将知识图谱中的实体和关系投射到连续低维的向量空间中，同时保持原有知识图谱的基本结构和性质[20]。,知识图谱表示学习,知识表示,object,实现,向量空间,知识表示
知识图谱表示学习旨在通过机器学习技术，将知识图谱中的实体和关系投射到连续低维的向量空间中，同时保持原有知识图谱的基本结构和性质[20]。,知识图谱,知识图谱,object,包含,实体,知识图谱
知识图谱表示学习旨在通过机器学习技术，将知识图谱中的实体和关系投射到连续低维的向量空间中，同时保持原有知识图谱的基本结构和性质[20]。,知识图谱,知识图谱,object,包含,关系,知识图谱
在知识图谱表示学习技术出现之前，通常以图数据库的形式组织和存储知识图谱。,图数据库,知识存储,data,方法,组织和存储知识图谱,操作描述
在知识图谱表示学习技术出现之前，通常以图数据库的形式组织和存储知识图谱。,知识图谱表示学习技术,知识表示,object,前提,图数据库,知识存储
然而，随着开放知识图谱数据规模越来越大，即使是中等规模的知识图谱也可能包含了数以千计的关系类型、数百万的实体和数亿的三元组。,知识图谱,知识图谱,data,内容,数以千计的关系类型、数百万的实体和数亿的三元组,描述
传统的基于图存储和图算法的知识图谱应用越来越受限于数据稀疏性和计算效率低下的问题[21]。,知识图谱,知识图谱,data,缺点,受限于数据稀疏性和计算效率低下的问题,问题描述
传统的基于图存储和图算法的知识图谱应用越来越受限于数据稀疏性和计算效率低下的问题[21]。,图存储,知识存储,data,缺点,受限于数据稀疏性和计算效率低下的问题,问题描述
传统的基于图存储和图算法的知识图谱应用越来越受限于数据稀疏性和计算效率低下的问题[21]。,图算法,知识推理,data,缺点,受限于数据稀疏性和计算效率低下的问题,问题描述
通过知识图谱表示学习技术，将其投射到低维连续的向量空间中，对于语义搜索领域主要有两个好处。,知识图谱表示学习技术,知识表示,data,作用,将其投射到低维连续的向量空间中，对于语义搜索领域主要有两个好处,描述
例如，衡量两个实体之间的相似度可以通过直接计算两个实体在向量空间中的欧式距离来实现。,相似度,知识推理,data,方法,直接计算两个实体在向量空间中的欧式距离,方法描述
例如，衡量两个实体之间的相似度可以通过直接计算两个实体在向量空间中的欧式距离来实现。,相似度,知识推理,object,实现,向量空间,知识表示
二是低维连续的知识图谱向量表示是通过机器学习技术学习得到的，其学习过程既考虑了知识图谱的局部特征，又考虑了全局特征，生成的实体和关系的向量在本质上是一种蕴涵语义更丰富的表示，可以进行高效率的简单查询推理。,知识图谱向量表示,知识表示,data,内容,通过机器学习技术学习得到的，其学习过程既考虑了知识图谱的局部特征，又考虑了全局特征，生成的实体和关系的向量在本质上是一种蕴涵语义更丰富的表示，可以进行高效率的简单查询推理,描述
二是低维连续的知识图谱向量表示是通过机器学习技术学习得到的，其学习过程既考虑了知识图谱的局部特征，又考虑了全局特征，生成的实体和关系的向量在本质上是一种蕴涵语义更丰富的表示，可以进行高效率的简单查询推理。,知识图谱向量表示,知识表示,data,作用,可以进行高效率的简单查询推理,知识推理
二是低维连续的知识图谱向量表示是通过机器学习技术学习得到的，其学习过程既考虑了知识图谱的局部特征，又考虑了全局特征，生成的实体和关系的向量在本质上是一种蕴涵语义更丰富的表示，可以进行高效率的简单查询推理。,知识图谱向量表示,知识表示,data,方法,通过机器学习技术学习得到的，其学习过程既考虑了知识图谱的局部特征，又考虑了全局特征,描述
二是低维连续的知识图谱向量表示是通过机器学习技术学习得到的，其学习过程既考虑了知识图谱的局部特征，又考虑了全局特征，生成的实体和关系的向量在本质上是一种蕴涵语义更丰富的表示，可以进行高效率的简单查询推理。,机器学习技术,知识抽取,object,实现,知识图谱向量表示,知识表示
下面从基于表示学习的结构化语义查询和基于表示学习的自然语言语义查询两个方面，介绍知识图谱表示学习技术可以带来哪些改进。,知识图谱表示学习技术,知识表示,object,包含,结构化语义查询,语义搜索
下面从基于表示学习的结构化语义查询和基于表示学习的自然语言语义查询两个方面，介绍知识图谱表示学习技术可以带来哪些改进。,知识图谱表示学习技术,知识表示,object,包含,自然语言语义查询,语义搜索
