input,subject,subject_type,data/object,relation,object,object_type
"4.3.3相关工具目前，有许多工具支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息；这类工具也常被称为基于本体的数据库访问SPARQL（Ontology_Based_Database_Access,OBDA）系统。",基于本体的数据库访问,知识抽取,data,作用,支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息,功能描述
"4.3.3相关工具目前，有许多工具支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息；这类工具也常被称为基于本体的数据库访问SPARQL（Ontology_Based_Database_Access,OBDA）系统。",基于本体的数据库访问,知识抽取,data,方法,SPARQL,语义搜索
"4.3.3相关工具目前，有许多工具支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息；这类工具也常被称为基于本体的数据库访问SPARQL（Ontology_Based_Database_Access,OBDA）系统。",OBDA系统,知识图谱项目,data,被定义为,支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息的工具,知识图谱项目
"4.3.3相关工具目前，有许多工具支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息；这类工具也常被称为基于本体的数据库访问SPARQL（Ontology_Based_Database_Access,OBDA）系统。",OBDA系统,知识图谱项目,data,英文名,Ontology_Based_Database_Access,英文名
"4.3.3相关工具目前，有许多工具支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息；这类工具也常被称为基于本体的数据库访问SPARQL（Ontology_Based_Database_Access,OBDA）系统。",OBDA系统,知识图谱项目,data,方法,基于本体的数据库访问,知识抽取
"4.3.3相关工具目前，有许多工具支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息；这类工具也常被称为基于本体的数据库访问SPARQL（Ontology_Based_Database_Access,OBDA）系统。",SPARQL,语义搜索,data,语法,可以直接使用语句查询数据库中的信息,描述
D2RQ是较早开发和发布的OBDA系统，它可以将关系数据库以RDF形式发布，其平台框架如图4-23所示。,D2RQ,知识图谱项目,data,内容,较早开发和发布的OBDA系统，它可以将关系数据库以RDF形式发布，其平台框架如图4-23所示,描述
其中，D2R_Server是一个HTTP_Server，主要功能提供对RDF数据的查询访问接口，供上层的RDF浏览器、SPARQL查询客户端以及HTML浏览器调用。,D2R_Server,知识图谱项目,data,作用,提供对RDF数据的查询访问接口，供上层的RDF浏览器、SPARQL查询客户端以及HTML浏览器调用,功能描述
其中，D2R_Server是一个HTTP_Server，主要功能提供对RDF数据的查询访问接口，供上层的RDF浏览器、SPARQL查询客户端以及HTML浏览器调用。,D2R_Server,知识图谱项目,object,实例,HTTP_Server,网络服务
D2R_Server使用了一种可定制的D2RQ映射文件将关系数据库内容映射为RDF格式，与本章前面介绍的映射语言十分相似。,D2R_Server,知识图谱项目,data,方法,使用了一种可定制的D2RQ映射文件将关系数据库内容映射为RDF格式,描述
D2R_Server使用了一种可定制的D2RQ映射文件将关系数据库内容映射为RDF格式，与本章前面介绍的映射语言十分相似。,D2R_Server,知识图谱项目,object,实现,RDF格式,知识表示
D2R_Server使用了一种可定制的D2RQ映射文件将关系数据库内容映射为RDF格式，与本章前面介绍的映射语言十分相似。,D2RQ映射文件,知识表示,data,内容,将关系数据库内容映射为RDF格式,描述
基于D2RQ映射，Web端的请求被重写为SQL查询，这种即时转换允许从大型实时数据库发布RDF，而无须将数据复制到专用的RDF三元组存储中。,D2RQ映射,知识抽取,data,方法,Web端的请求被重写为SQL查询，这种即时转换允许从大型实时数据库发布RDF，而无须将数据复制到专用的RDF三元组存储中,描述
基于D2RQ映射，Web端的请求被重写为SQL查询，这种即时转换允许从大型实时数据库发布RDF，而无须将数据复制到专用的RDF三元组存储中。,D2RQ映射,知识抽取,object,实现,RDF,知识表示
此外，D2RQ系统还部分支持R2RML映射。,D2RQ系统,知识图谱项目,object,实现,R2RML映射,知识抽取
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,本体,知识表示,data,被定义为,属于DL-Lite轻量级描述逻辑系列的语言,知识表示
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,OBDA系统,知识图谱项目,data,内容,基于Java语言开发，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库,描述
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,OBDA系统,知识图谱项目,object,包含,本体,知识表示
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,OBDA系统,知识图谱项目,object,包含,数据库,知识存储
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,OBDA系统,知识图谱项目,object,包含,映射,知识融合
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,OBDA系统,知识图谱项目,object,包含,SPARQL,语义搜索
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,Mastro,知识图谱项目,data,特点,基于Java语言开发的OBDA系统,描述
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,Mastro,知识图谱项目,data,特点,系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义,描述
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,Mastro,知识图谱项目,data,特点,通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库,描述
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,Mastro,知识图谱项目,object,实例,OBDA系统,知识图谱项目
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,SPARQL,语义搜索,data,语法,用户可以通过SPARQL查询数据库,描述
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,DL-Lite轻量级描述逻辑系列,知识表示,data,语法,系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义,描述
其中，编译器负责建立数据库到RDF和OWL的映射；服务器负责在数据库上执行SPARQL查询。,编译器,工具,data,作用,建立数据库到RDF和OWL的映射,功能描述
其中，编译器负责建立数据库到RDF和OWL的映射；服务器负责在数据库上执行SPARQL查询。,服务器,系统组件,data,内容,在数据库上执行SPARQL查询,功能描述
Ultrawrap在执行SPARQL查询时可以获得与SQL语句查询相同的速度，它支持R2RML和D2RQ映射，并为用户提供图形界面个性化定制映射。,Ultrawrap,知识抽取工具,data,特点,在执行SPARQL查询时可以获得与SQL语句查询相同的速度,性能描述
Ultrawrap在执行SPARQL查询时可以获得与SQL语句查询相同的速度，它支持R2RML和D2RQ映射，并为用户提供图形界面个性化定制映射。,Ultrawrap,知识抽取工具,data,内容,支持R2RML和D2RQ映射,功能描述
Ultrawrap在执行SPARQL查询时可以获得与SQL语句查询相同的速度，它支持R2RML和D2RQ映射，并为用户提供图形界面个性化定制映射。,Ultrawrap,知识抽取工具,data,内容,为用户提供图形界面个性化定制映射,功能描述
Morph-RDB是由马德里理工大学本体工程组开发的RDB2RDF引擎，遵循R2RML规范。,RDB2RDF引擎,知识存储,data,内容,Morph-RDB是由马德里理工大学本体工程组开发的RDB2RDF引擎，遵循R2RML规范。,描述
Morph-RDB是由马德里理工大学本体工程组开发的RDB2RDF引擎，遵循R2RML规范。,RDB2RDF引擎,知识存储,data,链接,R2RML规范,知识表示
Morph-RDB是由马德里理工大学本体工程组开发的RDB2RDF引擎，遵循R2RML规范。,R2RML规范,知识表示,data,内容,Morph-RDB是由马德里理工大学本体工程组开发的RDB2RDF引擎，遵循R2RML规范。,描述
Morph-RDB是由马德里理工大学本体工程组开发的RDB2RDF引擎，遵循R2RML规范。,Morph-RDB,RDB2RDF引擎,object,实例,RDB2RDF引擎,知识存储
Morph-RDB支持两种操作模式：数据升级（从关系数据库中的数据生成RDF实例）和查询转换（SPARQL到SQL）。,Morph-RDB,知识工程工具,data,内容,数据升级（从关系数据库中的数据生成RDF实例）和查询转换（SPARQL到SQL）,操作模式
Morph-RDB支持两种操作模式：数据升级（从关系数据库中的数据生成RDF实例）和查询转换（SPARQL到SQL）。,数据升级,操作模式,object,包含,关系数据库,知识存储
Morph-RDB支持两种操作模式：数据升级（从关系数据库中的数据生成RDF实例）和查询转换（SPARQL到SQL）。,数据升级,操作模式,object,包含,RDF实例,知识表示
Morph-RDB支持两种操作模式：数据升级（从关系数据库中的数据生成RDF实例）和查询转换（SPARQL到SQL）。,查询转换,操作模式,object,包含,SPARQL,语义搜索
Morph-RDB支持两种操作模式：数据升级（从关系数据库中的数据生成RDF实例）和查询转换（SPARQL到SQL）。,查询转换,操作模式,object,包含,SQL,知识存储
Ontop是一个将关系数据库作为虚拟的RDF图进行SPARQL查询的工具。,Ontop,知识图谱项目,data,作用,将关系数据库作为虚拟的RDF图进行SPARQL查询,功能描述
通过将本体中的词汇（类和属性）通过映射链接到数据源，Ontop系统将关系数据库转换为虚拟的RDF图。,Ontop系统,知识图谱项目,data,方法,通过将本体中的词汇（类和属性）通过映射链接到数据源，将关系数据库转换为虚拟的RDF图,描述
通过将本体中的词汇（类和属性）通过映射链接到数据源，Ontop系统将关系数据库转换为虚拟的RDF图。,Ontop系统,知识图谱项目,object,包含,本体,知识表示
通过将本体中的词汇（类和属性）通过映射链接到数据源，Ontop系统将关系数据库转换为虚拟的RDF图。,Ontop系统,知识图谱项目,object,包含,映射,知识融合
通过将本体中的词汇（类和属性）通过映射链接到数据源，Ontop系统将关系数据库转换为虚拟的RDF图。,Ontop系统,知识图谱项目,object,包含,数据源,知识存储
通过将本体中的词汇（类和属性）通过映射链接到数据源，Ontop系统将关系数据库转换为虚拟的RDF图。,Ontop系统,知识图谱项目,object,包含,关系数据库,知识存储
通过将本体中的词汇（类和属性）通过映射链接到数据源，Ontop系统将关系数据库转换为虚拟的RDF图。,Ontop系统,知识图谱项目,object,包含,RDF图,知识表示
Ontop支持R2RML映射，它可以将SPARQL查询翻译为关系数据库中的SQL查询，从而实现在数据库上的SPARQL查询。,Ontop,知识图谱项目,data,内容,支持R2RML映射，它可以将SPARQL查询翻译为关系数据库中的SQL查询，从而实现在数据库上的SPARQL查询,描述
Ontop支持R2RML映射，它可以将SPARQL查询翻译为关系数据库中的SQL查询，从而实现在数据库上的SPARQL查询。,Ontop,知识图谱项目,object,实现,SPARQL查询,语义搜索
图4-26Ontop的系统结构[26]4.4面向半结构化数据的知识抽取半结构化数据是一种特殊的结构化数据形式，该形式的数据不符合关系数据库或其他形式的数据表形式结构，但又包含标签或其他标记来分离语义元素并保持记录和数据字段的层次结构。,半结构化数据,知识表示,data,被定义为,一种特殊的结构化数据形式，该形式的数据不符合关系数据库或其他形式的数据表形式结构，但又包含标签或其他标记来分离语义元素并保持记录和数据字段的层次结构,定义
图4-26Ontop的系统结构[26]4.4面向半结构化数据的知识抽取半结构化数据是一种特殊的结构化数据形式，该形式的数据不符合关系数据库或其他形式的数据表形式结构，但又包含标签或其他标记来分离语义元素并保持记录和数据字段的层次结构。,半结构化数据,知识表示,object,包含,语义元素,知识表示
自万维网出现以来，半结构化数据越来越丰富，全文文档和数据库不再是唯一的数据形式，因此半结构化数据也成为知识获取的重要来源。,半结构化数据,知识表示,data,内容,自万维网出现以来，半结构化数据越来越丰富，全文文档和数据库不再是唯一的数据形式，因此半结构化数据也成为知识获取的重要来源,描述
自万维网出现以来，半结构化数据越来越丰富，全文文档和数据库不再是唯一的数据形式，因此半结构化数据也成为知识获取的重要来源。,知识获取,知识抽取,data,内容,自万维网出现以来，半结构化数据越来越丰富，全文文档和数据库不再是唯一的数据形式，因此半结构化数据也成为知识获取的重要来源,描述
目前，百科类数据、网页数据是可被用于知识获取的重要半结构化数据，本节将介绍面向此类数据的知识抽取方法。,半结构化数据,知识表示,data,内容,百科类数据、网页数据,数据
目前，百科类数据、网页数据是可被用于知识获取的重要半结构化数据，本节将介绍面向此类数据的知识抽取方法。,知识抽取方法,知识抽取,data,方法,面向百科类数据、网页数据等半结构化数据的知识抽取方法,描述
目前，百科类数据、网页数据是可被用于知识获取的重要半结构化数据，本节将介绍面向此类数据的知识抽取方法。,知识获取,知识抽取,object,包含,半结构化数据,知识表示
4.4.1面向百科类数据的知识抽取以维基百科为代表的百科类数据是典型的半结构化数据。,百科类数据,知识存储,data,内容,以维基百科为代表的百科类数据是典型的半结构化数据,描述
4.4.1面向百科类数据的知识抽取以维基百科为代表的百科类数据是典型的半结构化数据。,知识抽取,知识抽取,data,内容,面向百科类数据的知识抽取,描述
在维基百科中，词条页面结构如图4-27所示，包含了词条标题、词条摘要、跨语言链接、分类、信息框等要素，这些都是关于描述对象的半结构化数据。,半结构化数据,知识表示,data,内容,词条标题、词条摘要、跨语言链接、分类、信息框等要素,描述
在维基百科中，词条页面结构如图4-27所示，包含了词条标题、词条摘要、跨语言链接、分类、信息框等要素，这些都是关于描述对象的半结构化数据。,半结构化数据,知识表示,object,包含,跨语言链接,链接
在维基百科中，词条页面结构如图4-27所示，包含了词条标题、词条摘要、跨语言链接、分类、信息框等要素，这些都是关于描述对象的半结构化数据。,半结构化数据,知识表示,object,包含,信息框,知识表示
在维基百科中，词条页面结构如图4-27所示，包含了词条标题、词条摘要、跨语言链接、分类、信息框等要素，这些都是关于描述对象的半结构化数据。,跨语言链接,链接,data,内容,词条标题、词条摘要、跨语言链接、分类、信息框等要素,描述
在维基百科中，词条页面结构如图4-27所示，包含了词条标题、词条摘要、跨语言链接、分类、信息框等要素，这些都是关于描述对象的半结构化数据。,信息框,知识表示,data,内容,词条标题、词条摘要、跨语言链接、分类、信息框等要素,描述
图4-27维基百科词条页面结构因为词条包含丰富的半结构化数据，并且其中的信息具有较高的准确度，维基百科已经成为构建大规模知识图谱的重要数据来源。,维基百科,知识图谱项目,data,内容,词条包含丰富的半结构化数据，并且其中的信息具有较高的准确度,描述
图4-27维基百科词条页面结构因为词条包含丰富的半结构化数据，并且其中的信息具有较高的准确度，维基百科已经成为构建大规模知识图谱的重要数据来源。,维基百科,知识图谱项目,data,作用,构建大规模知识图谱的重要数据来源,描述
图4-27维基百科词条页面结构因为词条包含丰富的半结构化数据，并且其中的信息具有较高的准确度，维基百科已经成为构建大规模知识图谱的重要数据来源。,维基百科,知识图谱项目,data,链接,图4-27维基百科词条页面结构,页面结构
图4-27维基百科词条页面结构因为词条包含丰富的半结构化数据，并且其中的信息具有较高的准确度，维基百科已经成为构建大规模知识图谱的重要数据来源。,维基百科,知识图谱项目,object,包含,半结构化数据,知识表示
图4-27维基百科词条页面结构因为词条包含丰富的半结构化数据，并且其中的信息具有较高的准确度，维基百科已经成为构建大规模知识图谱的重要数据来源。,维基百科,知识图谱项目,object,实例,知识图谱,知识图谱
目前，基于维基百科已经构建起多个知识图谱，包括DBpedia[27]和Yago[28]等。,DBpedia,知识图谱项目,data,内容,基于维基百科构建的知识图谱,描述
目前，基于维基百科已经构建起多个知识图谱，包括DBpedia[27]和Yago[28]等。,DBpedia,知识图谱项目,object,实例,知识图谱,知识图谱
目前，基于维基百科已经构建起多个知识图谱，包括DBpedia[27]和Yago[28]等。,Yago,知识图谱项目,data,内容,基于维基百科构建的知识图谱,描述
目前，基于维基百科已经构建起多个知识图谱，包括DBpedia[27]和Yago[28]等。,Yago,知识图谱项目,object,实例,知识图谱,知识图谱
目前，基于维基百科已经构建起多个知识图谱，包括DBpedia[27]和Yago[28]等。,知识图谱,知识图谱,object,包含,DBpedia,知识图谱项目
目前，基于维基百科已经构建起多个知识图谱，包括DBpedia[27]和Yago[28]等。,知识图谱,知识图谱,object,包含,Yago,知识图谱项目
随着中文百科站点的发展，如百度百科、互动百科，一些大规模的中文知识图谱也陆续基于百科数据被构建出来，包括Zhishi.me[29]、XLore[30]和CN-DBpedia[31]等。,百度百科,知识图谱项目,object,实例,中文知识图谱,知识图谱
随着中文百科站点的发展，如百度百科、互动百科，一些大规模的中文知识图谱也陆续基于百科数据被构建出来，包括Zhishi.me[29]、XLore[30]和CN-DBpedia[31]等。,互动百科,知识图谱项目,object,实例,中文知识图谱,知识图谱
随着中文百科站点的发展，如百度百科、互动百科，一些大规模的中文知识图谱也陆续基于百科数据被构建出来，包括Zhishi.me[29]、XLore[30]和CN-DBpedia[31]等。,Zhishi.me,知识图谱项目,object,实例,中文知识图谱,知识图谱
随着中文百科站点的发展，如百度百科、互动百科，一些大规模的中文知识图谱也陆续基于百科数据被构建出来，包括Zhishi.me[29]、XLore[30]和CN-DBpedia[31]等。,XLore,知识图谱项目,object,实例,中文知识图谱,知识图谱
随着中文百科站点的发展，如百度百科、互动百科，一些大规模的中文知识图谱也陆续基于百科数据被构建出来，包括Zhishi.me[29]、XLore[30]和CN-DBpedia[31]等。,CN-DBpedia,知识图谱项目,object,实例,中文知识图谱,知识图谱
在基于百科数据构建知识图谱的过程中，关键问题是如何准确地从百科数据中抽取结构化语义信息。,知识图谱,知识图谱,data,内容,从百科数据中抽取结构化语义信息,知识表示
在基于百科数据构建知识图谱的过程中，关键问题是如何准确地从百科数据中抽取结构化语义信息。,结构化语义信息,知识表示,data,内容,从百科数据中抽取,操作
在基于百科数据构建的知识图谱中，DBpedia是较早发布、具有代表性的知识图谱，下面对它的构建方法进行介绍。,DBpedia,知识图谱项目,data,内容,较早发布、具有代表性的知识图谱,描述
在基于百科数据构建的知识图谱中，DBpedia是较早发布、具有代表性的知识图谱，下面对它的构建方法进行介绍。,DBpedia,知识图谱项目,object,实例,知识图谱,知识图谱
DBpedia是一个大规模的多语言百科知识图谱，是维基百科的机构化版本。,DBpedia,知识图谱项目,data,被定义为,一个大规模的多语言百科知识图谱，是维基百科的机构化版本,描述
DBpedia采用固定模式对维基百科中的实体信息进行抽取，在Linking_Open_Data原则的指导下，将其以关联数据的形式在Web上发布与共享。,DBpedia,知识图谱项目,data,内容,采用固定模式对维基百科中的实体信息进行抽取，在Linking_Open_Data原则的指导下，将其以关联数据的形式在Web上发布与共享,描述
DBpedia采用固定模式对维基百科中的实体信息进行抽取，在Linking_Open_Data原则的指导下，将其以关联数据的形式在Web上发布与共享。,DBpedia,知识图谱项目,data,方法,固定模式对维基百科中的实体信息进行抽取,知识抽取
DBpedia采用固定模式对维基百科中的实体信息进行抽取，在Linking_Open_Data原则的指导下，将其以关联数据的形式在Web上发布与共享。,DBpedia,知识图谱项目,data,方法,Linking_Open_Data原则的指导下，将其以关联数据的形式在Web上发布与共享,知识融合
DBpedia采用固定模式对维基百科中的实体信息进行抽取，在Linking_Open_Data原则的指导下，将其以关联数据的形式在Web上发布与共享。,DBpedia,知识图谱项目,object,实现,实体信息,知识表示
DBpedia采用固定模式对维基百科中的实体信息进行抽取，在Linking_Open_Data原则的指导下，将其以关联数据的形式在Web上发布与共享。,DBpedia,知识图谱项目,object,实现,关联数据,知识表示
得益于维基百科的数据规模，DBpedia是目前最大的跨领域知识图谱之一。,DBpedia,知识图谱项目,object,实例,知识图谱,知识图谱
截至2019年2月，DBpedia英文版描述了458万个实体，其中有422万个实体被准确地在一个本体中进行分类，其中包括144.5万个人物、73.5万个地点、41.1万件作品、24.1万个组织、25.1万个物种和6000种疾病。,DBpedia英文版,知识图谱项目,data,内容,422万个实体被准确地在一个本体中进行分类，其中包括144.5万个人物、73.5万个地点、41.1万件作品、24.1万个组织、25.1万个物种和6000种疾病,知识表示
截至2019年2月，DBpedia英文版描述了458万个实体，其中有422万个实体被准确地在一个本体中进行分类，其中包括144.5万个人物、73.5万个地点、41.1万件作品、24.1万个组织、25.1万个物种和6000种疾病。,DBpedia英文版,知识图谱项目,object,实例,本体,知识表示
截至2019年2月，DBpedia英文版描述了458万个实体，其中有422万个实体被准确地在一个本体中进行分类，其中包括144.5万个人物、73.5万个地点、41.1万件作品、24.1万个组织、25.1万个物种和6000种疾病。,本体,知识表示,object,包含,实体,知识表示
此外，DBpedia还提供DBpedia数据集包含超过了125种语言的本地化版本，共包含了3830万个事物。,DBpedia数据集,知识图谱项目,data,内容,超过了125种语言的本地化版本，共包含了3830万个事物,描述
此外，DBpedia还提供DBpedia数据集包含超过了125种语言的本地化版本，共包含了3830万个事物。,DBpedia数据集,知识图谱项目,object,包含,本地化版本,知识存储
DBpedia通过大约5000万个RDF链接与其他链接数据集连接，使其成为LOD数据集的重要核心。,DBpedia,知识图谱项目,data,内容,大约5000万个RDF链接与其他链接数据集连接,描述
DBpedia通过大约5000万个RDF链接与其他链接数据集连接，使其成为LOD数据集的重要核心。,DBpedia,知识图谱项目,data,作用,LOD数据集的重要核心,描述
DBpedia通过大约5000万个RDF链接与其他链接数据集连接，使其成为LOD数据集的重要核心。,DBpedia,知识图谱项目,data,链接,大约5000万个RDF链接,链接
DBpedia通过大约5000万个RDF链接与其他链接数据集连接，使其成为LOD数据集的重要核心。,DBpedia,知识图谱项目,data,链接,LOD数据集,知识图谱项目
总体上，DBpedia包含约30亿条RDF三元组，其中5.8亿条是从维基百科的英文版中提取的，24.6亿条是从其他语言版本中提取的。,DBpedia,知识图谱项目,data,内容,约30亿条RDF三元组，其中5.8亿条是从维基百科的英文版中提取的，24.6亿条是从其他语言版本中提取的,描述
总体上，DBpedia包含约30亿条RDF三元组，其中5.8亿条是从维基百科的英文版中提取的，24.6亿条是从其他语言版本中提取的。,RDF三元组,知识表示,data,内容,约30亿条,描述
图4-28所示为DBpedia知识抽取的总体框架。,DBpedia,知识图谱项目,data,内容,知识抽取的总体框架,框架描述
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,RDF三元组,知识表示,data,内容,存储或序列化提取的RDF三元组,描述
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,提取器,知识抽取,data,内容,将特定类型的维基标记转换为三元组的提取器,描述
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,解析器,知识抽取,data,作用,确定数据类型，在不同单元之间转换值并将标记分解成列表,功能描述
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,提取作业,知识抽取,data,内容,负责将页面集合、提取器和目标数据分组到一个工作流程中,描述
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,知识提取管理器,知识抽取,data,内容,负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程,描述
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,目标数据,知识表示,data,目标,存储或序列化提取的RDF三元组,描述
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,框架,知识工程,object,由组成,页面集合,知识抽取
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,框架,知识工程,object,由组成,目标数据,知识表示
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,框架,知识工程,object,由组成,提取器,知识抽取
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,框架,知识工程,object,由组成,解析器,知识抽取
框架的主要组成部分是：页面集合，包含本地及远程的维基百科文章数据；目标数据，存储或序列化提取的RDF三元组；将特定类型的维基标记转换为三元组的提取器；支持提取器的解析器，其作用是确定数据类型，在不同单元之间转换值并将标记分解成列表；提取作业，负责将页面集合、提取器和目标数据分组到一个工作流程中；知识提取管理器，负责管理将维基百科文章传递给提取器并将其输出传递到目标数据的过程。,框架,知识工程,object,由组成,提取作业,知识抽取
