input	subject	subject_type	data/object	relation	object	object_type
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	知识图谱	知识图谱	object	实现	风险管理	知识推理
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	金融好用户扩散	知识应用	data	内容	利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理	知识应用
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	用户反欺诈	知识应用	data	内容	利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理	知识应用
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	推理能力	知识推理	data	作用	在金融场景中具有天然的优势	描述
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	可解释性	知识表示	data	作用	在金融场景中具有天然的优势	描述
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	社区发现	知识推理	data	作用	对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为	描述
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	社区发现	知识推理	data	方法	利用知识图谱中的社区发现方法来对用户进行风险管理	描述
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	标签传播	知识推理	data	作用	对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为	描述
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	标签传播	知识推理	data	方法	利用知识图谱中的标签传播方法来对用户进行风险管理	描述
知识图谱的推理能力和可解释性在金融场景中具有天然的优势，美团NLP中心和美团金融共建的金融好用户扩散以及用户反欺诈，就是利用知识图谱中的社区发现、标签传播等方法来对用户进行风险管理，能够更准确地识别逾期客户以及用户的不良行为，从而大大提升信用风险管理能力。	风险管理	知识推理	object	实现	信用风险管理	知识推理
在反欺诈场景中，知识图谱已经帮助美团金融团队在案件调查中发现并确认多起欺诈案件。	知识图谱	知识图谱	data	作用	帮助美团金融团队在案件调查中发现并确认多起欺诈案件	应用场景
9.3.4企业商业知识图谱的构建与应用[18]丰富多维度的企业信息在基本面分析中十分重要，中国企业数量十分庞大，数据多源，需要构建统一的企业商业知识图谱。	企业商业知识图谱	知识图谱	data	内容	丰富多维度的企业信息	描述
9.3.4企业商业知识图谱的构建与应用[18]丰富多维度的企业信息在基本面分析中十分重要，中国企业数量十分庞大，数据多源，需要构建统一的企业商业知识图谱。	企业商业知识图谱	知识图谱	data	作用	丰富多维度的企业信息在基本面分析中十分重要	描述
9.3.4企业商业知识图谱的构建与应用[18]丰富多维度的企业信息在基本面分析中十分重要，中国企业数量十分庞大，数据多源，需要构建统一的企业商业知识图谱。	统一的企业商业知识图谱	知识图谱	data	内容	丰富多维度的企业信息	描述
9.3.4企业商业知识图谱的构建与应用[18]丰富多维度的企业信息在基本面分析中十分重要，中国企业数量十分庞大，数据多源，需要构建统一的企业商业知识图谱。	统一的企业商业知识图谱	知识图谱	data	目标	构建统一的企业商业知识图谱	描述
9.3.4企业商业知识图谱的构建与应用[18]丰富多维度的企业信息在基本面分析中十分重要，中国企业数量十分庞大，数据多源，需要构建统一的企业商业知识图谱。	统一的企业商业知识图谱	知识图谱	data	作用	构建统一的企业商业知识图谱以处理中国企业数量十分庞大，数据多源的情况	描述
企业商业知识图谱包含企业、人物、专利等实体类型，以及任职、股权、专利所属权等关系类型，以完善企业及个人画像，助力企业潜在客户获取、客户背景调查、多层次研究报告、风险管控；辅助发现不良资产、企业风险、非法集资等。	企业商业知识图谱	知识图谱	data	内容	企业、人物、专利等实体类型，以及任职、股权、专利所属权等关系类型	知识表示
企业商业知识图谱包含企业、人物、专利等实体类型，以及任职、股权、专利所属权等关系类型，以完善企业及个人画像，助力企业潜在客户获取、客户背景调查、多层次研究报告、风险管控；辅助发现不良资产、企业风险、非法集资等。	企业商业知识图谱	知识图谱	data	目标	完善企业及个人画像，助力企业潜在客户获取、客户背景调查、多层次研究报告、风险管控；辅助发现不良资产、企业风险、非法集资等	知识推理
企业商业知识图谱包含企业、人物、专利等实体类型，以及任职、股权、专利所属权等关系类型，以完善企业及个人画像，助力企业潜在客户获取、客户背景调查、多层次研究报告、风险管控；辅助发现不良资产、企业风险、非法集资等。	企业商业知识图谱	知识图谱	object	由组成	实体类型	知识表示
企业商业知识图谱包含企业、人物、专利等实体类型，以及任职、股权、专利所属权等关系类型，以完善企业及个人画像，助力企业潜在客户获取、客户背景调查、多层次研究报告、风险管控；辅助发现不良资产、企业风险、非法集资等。	企业商业知识图谱	知识图谱	object	由组成	关系类型	知识表示
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	企业知识图谱	知识图谱	data	内容	全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台	描述
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	企业知识图谱	知识图谱	data	目标	打造企业信用风险洞察平台	知识图谱项目
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	个人与企业信息查询工具	知识图谱项目	data	内容	为用户提供企业、工商、信用等相关信息的查询	描述
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	企业征信	知识图谱项目	data	内容	通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息	描述
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	全国企业知识图谱	知识图谱	data	目标	整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理	知识存储
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	全国企业知识图谱	知识图谱	object	实现	客户关系管理系统	知识存储
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	天眼查	知识图谱项目	data	目标	专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询	知识图谱项目
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	天眼查	知识图谱项目	object	实例	个人与企业信息查询工具	知识图谱项目
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	启信宝	知识图谱项目	data	目标	专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询	知识图谱项目
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	启信宝	知识图谱项目	object	实例	个人与企业信息查询工具	知识图谱项目
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	企查查	知识图谱项目	data	目标	立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息	知识图谱项目
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	企查查	知识图谱项目	data	方法	通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合	知识抽取与整合方法
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	企查查	知识图谱项目	object	实例	企业征信	知识图谱项目
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	量子魔镜	知识图谱项目	data	链接	全国全量企业的全景数据资源	数据资源
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	量子魔镜	知识图谱项目	object	实例	企业知识图谱	知识图谱
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	中信建投	知识图谱应用	data	链接	客户关系管理系统	知识存储
典型的企业知识图谱，如量子魔镜[19]以全国全量企业的全景数据资源为研究基础，打造企业信用风险洞察平台；天眼查[20]、启信宝[21]则专注服务于个人与企业信息查询工具，为用户提供企业、工商、信用等相关信息的查询；企查查[22]立足于企业征信，通过深度学习、特征抽取以及知识图谱技术对相关信息进行整合，并向用户提供数据信息；中信建投将全国企业知识图谱整合进客户关系管理系统中，构建全面、清晰的客户视图，以实现高效客户关系管理。	中信建投	知识图谱项目	object	实例	全国企业知识图谱	知识图谱
构建企业商业知识图谱，通常从相应网站中抽取企业信息、人物形象、诉讼信息以及信用信息，再添加上市公司、股票等概念和相应属性。	企业商业知识图谱	知识图谱	data	内容	企业信息、人物形象、诉讼信息以及信用信息，再添加上市公司、股票等概念和相应属性	描述
构建企业商业知识图谱，通常从相应网站中抽取企业信息、人物形象、诉讼信息以及信用信息，再添加上市公司、股票等概念和相应属性。	企业商业知识图谱	知识图谱	object	包含	企业信息	知识抽取
构建企业商业知识图谱，通常从相应网站中抽取企业信息、人物形象、诉讼信息以及信用信息，再添加上市公司、股票等概念和相应属性。	企业商业知识图谱	知识图谱	object	包含	人物形象	知识抽取
构建企业商业知识图谱，通常从相应网站中抽取企业信息、人物形象、诉讼信息以及信用信息，再添加上市公司、股票等概念和相应属性。	企业商业知识图谱	知识图谱	object	包含	诉讼信息	知识抽取
构建企业商业知识图谱，通常从相应网站中抽取企业信息、人物形象、诉讼信息以及信用信息，再添加上市公司、股票等概念和相应属性。	企业商业知识图谱	知识图谱	object	包含	信用信息	知识抽取
构建企业商业知识图谱，通常从相应网站中抽取企业信息、人物形象、诉讼信息以及信用信息，再添加上市公司、股票等概念和相应属性。	企业商业知识图谱	知识图谱	object	包含	上市公司	概念
构建企业商业知识图谱，通常从相应网站中抽取企业信息、人物形象、诉讼信息以及信用信息，再添加上市公司、股票等概念和相应属性。	企业商业知识图谱	知识图谱	object	包含	股票	概念
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	企业商业知识图谱	知识图谱	data	内容	数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等	描述
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	企业商业知识图谱	知识图谱	data	链接	全国企业信用信息公示系统	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	企业商业知识图谱	知识图谱	data	链接	中国裁判文书网	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	企业商业知识图谱	知识图谱	data	链接	中国执行信息公开网	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	企业商业知识图谱	知识图谱	data	链接	国家知识产权局	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	企业商业知识图谱	知识图谱	data	链接	商标局	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	企业商业知识图谱	知识图谱	data	链接	版权局	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	企业商业知识图谱	知识图谱	object	由组成	半结构化的网页数据	知识抽取
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	半结构化的网页数据	知识抽取	object	包含	全国企业信用信息公示系统	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	半结构化的网页数据	知识抽取	object	包含	中国裁判文书网	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	半结构化的网页数据	知识抽取	object	包含	中国执行信息公开网	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	半结构化的网页数据	知识抽取	object	包含	国家知识产权局	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	半结构化的网页数据	知识抽取	object	包含	商标局	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	半结构化的网页数据	知识抽取	object	包含	版权局	知识图谱项目
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	全国企业信用信息公示系统	知识图谱项目	object	实例	半结构化的网页数据	知识抽取
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	中国裁判文书网	知识图谱项目	object	实例	半结构化的网页数据	知识抽取
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	中国执行信息公开网	知识图谱项目	object	实例	半结构化的网页数据	知识抽取
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	国家知识产权局	知识图谱项目	object	实例	半结构化的网页数据	知识抽取
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	商标局	知识图谱项目	object	实例	半结构化的网页数据	知识抽取
图9-13企业商业知识图谱企业商业知识图谱数据源主要包含两大类：1）半结构化的网页数据，其中包括全国企业信用信息公示系统、中国裁判文书网、中国执行信息公开网、国家知识产权局、商标局、版权局等。	版权局	知识图谱项目	object	实例	半结构化的网页数据	知识抽取
通过D2R工具、包装器、文本信息抽取等方式对以上数据分别进行抽取。	D2R工具	知识抽取	data	方法	通过D2R工具对以上数据分别进行抽取	描述
通过D2R工具、包装器、文本信息抽取等方式对以上数据分别进行抽取。	文本信息抽取	知识抽取	data	方法	通过文本信息抽取等方式对以上数据分别进行抽取	描述
因此，公司和人物两类实体是企业知识图谱融合的主要目标。	企业知识图谱融合	知识融合	data	内容	公司和人物两类实体	知识表示
因此，公司和人物两类实体是企业知识图谱融合的主要目标。	企业知识图谱融合	知识融合	object	包含	实体	知识表示
公司的融合推荐基于公司名的全称进行链接，人物实例的融合推荐使用基于启发式规则进行集成。	融合推荐	知识融合	data	方法	基于公司名的全称进行链接	描述
公司的融合推荐基于公司名的全称进行链接，人物实例的融合推荐使用基于启发式规则进行集成。	融合推荐	知识融合	data	方法	使用基于启发式规则进行集成	描述
全国企业商业知识图谱包含全国上千万家企业信息，10亿级别的三元组，形成知识图谱庞大而复杂，因此对存储方式提出了挑战，要求能够对海量的图数据进行存储，且具有良好的可伸缩性和灵活性。	全国企业商业知识图谱	知识图谱	data	内容	全国上千万家企业信息，10亿级别的三元组	知识表示
全国企业商业知识图谱包含全国上千万家企业信息，10亿级别的三元组，形成知识图谱庞大而复杂，因此对存储方式提出了挑战，要求能够对海量的图数据进行存储，且具有良好的可伸缩性和灵活性。	全国企业商业知识图谱	知识图谱	data	特点	庞大而复杂	描述
全国企业商业知识图谱包含全国上千万家企业信息，10亿级别的三元组，形成知识图谱庞大而复杂，因此对存储方式提出了挑战，要求能够对海量的图数据进行存储，且具有良好的可伸缩性和灵活性。	全国企业商业知识图谱	知识图谱	data	缺点	知识图谱庞大而复杂，因此对存储方式提出了挑战，要求能够对海量的图数据进行存储，且具有良好的可伸缩性和灵活性	描述
全国企业商业知识图谱包含全国上千万家企业信息，10亿级别的三元组，形成知识图谱庞大而复杂，因此对存储方式提出了挑战，要求能够对海量的图数据进行存储，且具有良好的可伸缩性和灵活性。	全国企业商业知识图谱	知识图谱	object	包含	企业信息	知识表示
全国企业商业知识图谱包含全国上千万家企业信息，10亿级别的三元组，形成知识图谱庞大而复杂，因此对存储方式提出了挑战，要求能够对海量的图数据进行存储，且具有良好的可伸缩性和灵活性。	全国企业商业知识图谱	知识图谱	object	包含	三元组	知识表示
企业商业知识图谱的应用主要集中于金融反欺诈、辅助信贷审核的功能。	企业商业知识图谱	知识图谱	data	内容	金融反欺诈、辅助信贷审核的功能	知识图谱项目
企业商业知识图谱的应用主要集中于金融反欺诈、辅助信贷审核的功能。	企业商业知识图谱	知识图谱	data	目标	金融反欺诈	知识图谱项目
企业商业知识图谱的应用主要集中于金融反欺诈、辅助信贷审核的功能。	企业商业知识图谱	知识图谱	data	目标	辅助信贷审核	知识图谱项目
除此之外，通过异常关联挖掘、企业风险评估、关联探索、最终控制人和战略发展等方式，全国企业知识图谱为行业客户提供智能服务和风险管理。	全国企业知识图谱	知识图谱项目	data	内容	异常关联挖掘、企业风险评估、关联探索、最终控制人和战略发展	知识推理/知识抽取
异常关联挖掘是通过路径分析、关联探索等操作，挖掘目标企业谱系中的异常关联。	异常关联挖掘	知识抽取	data	被定义为	通过路径分析、关联探索等操作，挖掘目标企业谱系中的异常关联	描述
异常关联挖掘是通过路径分析、关联探索等操作，挖掘目标企业谱系中的异常关联。	异常关联挖掘	知识抽取	data	方法	路径分析、关联探索等操作	方法描述
图9-16企业社交图谱9.3.5创投知识图谱的构建与应用[23]创业投资（以下简称“创投”）知识图谱聚焦于工商知识图谱的一部分数据内容，旨在展现企业、投融资事件、投资机构之间的关系。	创投知识图谱	知识图谱	data	内容	企业、投融资事件、投资机构之间的关系	描述
图9-16企业社交图谱9.3.5创投知识图谱的构建与应用[23]创业投资（以下简称“创投”）知识图谱聚焦于工商知识图谱的一部分数据内容，旨在展现企业、投融资事件、投资机构之间的关系。	工商知识图谱	知识图谱	data	内容	一部分数据内容	描述
国内企业中TechNode于2017年发布了数据棱镜平台[25]，构建创投知识图谱，为专业人员提供创业投资数据分析工具；因果树[26]是一家人工智能股权投融资服务平台，依托大数据和人工智能技术，提升一级市场效率，推动一级市场量化。	创投知识图谱	知识图谱	data	内容	创业投资数据分析工具	工具
国内企业中TechNode于2017年发布了数据棱镜平台[25]，构建创投知识图谱，为专业人员提供创业投资数据分析工具；因果树[26]是一家人工智能股权投融资服务平台，依托大数据和人工智能技术，提升一级市场效率，推动一级市场量化。	创投知识图谱	知识图谱	data	目标	为专业人员提供创业投资数据分析工具	描述
国内企业中TechNode于2017年发布了数据棱镜平台[25]，构建创投知识图谱，为专业人员提供创业投资数据分析工具；因果树[26]是一家人工智能股权投融资服务平台，依托大数据和人工智能技术，提升一级市场效率，推动一级市场量化。	人工智能技术	知识表示	data	作用	提升一级市场效率，推动一级市场量化	描述
创投知识图谱的核心是投资，主要描述创业企业与投资机构之间以投资为主线的多种关系。	创投知识图谱	知识图谱	data	内容	创业企业与投资机构之间以投资为主线的多种关系	描述
创投领域Schema中涉及的概念主要包括初创公司、投资机构、投资人、公司高管、行业以及投融资事件等。	创投领域Schema	知识表示	data	内容	初创公司、投资机构、投资人、公司高管、行业以及投融资事件	描述信息
